year,plot,species,comp
1991,14/2a,Rumex acetosa,0.05
1991,14/2a,Carex flacca,0.04
1991,14/2a,Crepis capillaris,0.01
1992,14/2a,Arrhenatherum elatius,57.51
1992,14/2a,Anthriscus sylvestris,17.04
1992,14/2a,Alopecurus pratensis,10.35
1992,14/2a,Taraxacum officinale,3.89
1992,14/2a,Festuca rubra,2.86
1992,14/2a,Ranunculus acris,2.57
1992,14/2a,Poa pratensis,2.42
1992,14/2a,Heracleum sphondylium,1.91
1992,14/2a,Rumex acetosa,0.72
1992,14/2a,Poa trivialis,0.22
1992,14/2a,Lathyrus pratensis,0.16
1992,14/2a,Conopodium majus,0.16
1992,14/2a,Dactylis glomerata,0.06
1992,14/2a,Helictotrichon pubescens,0.06
1992,14/2a,Lolium perenne,0.06
1993,14/2a,Arrhenatherum elatius,57.42
1993,14/2a,Heracleum sphondylium,12.14
1993,14/2a,Anthriscus sylvestris,10.17
1993,14/2a,Taraxacum officinale,6.46
1993,14/2a,Alopecurus pratensis,3.13
1993,14/2a,Poa trivialis,1.79
1993,14/2a,Festuca pratensis,1.59
1993,14/2a,Ranunculus acris,1.5
1993,14/2a,Agrostis capillaris,1.1
1993,14/2a,Festuca rubra,1.07
1993,14/2a,Poa pratensis,0.96
1993,14/2a,Rumex acetosa,0.94
1993,14/2a,Dactylis glomerata,0.65
1993,14/2a,Trisetum flavescens,0.36
1993,14/2a,Lathyrus pratensis,0.31
1993,14/2a,Plantago lanceolata,0.29
1993,14/2a,Achillea millefolium,0.11
1994,14/2a,Arrhenatherum elatius,55.8
1994,14/2a,Anthriscus sylvestris,17.74
1994,14/2a,Alopecurus pratensis,10.49
1994,14/2a,Rumex acetosa,5.74
1994,14/2a,Heracleum sphondylium,4.57
1994,14/2a,Poa trivialis,1.71
1994,14/2a,Taraxacum officinale,1.41
1994,14/2a,Dactylis glomerata,1.14
1994,14/2a,Ranunculus acris,0.81
1994,14/2a,Conopodium majus,0.24
1994,14/2a,Festuca rubra,0.12
1994,14/2a,Poa pratensis,0.12
1994,14/2a,Lolium perenne,0.09
1995,14/2a,Arrhenatherum elatius,38.99
1995,14/2a,Rumex acetosa,17.65
1995,14/2a,Alopecurus pratensis,14.41
1995,14/2a,Poa trivialis,11.74
1995,14/2a,Dactylis glomerata,8.72
1995,14/2a,Taraxacum officinale,4.81
1995,14/2a,Anthriscus sylvestris,2.78
1995,14/2a,Ranunculus acris,0.58
1995,14/2a,Helictotrichon pubescens,0.2
1995,14/2a,Poa pratensis,0.09
1995,14/2a,Lathyrus pratensis,0.03
1996,14/2a,Arrhenatherum elatius,59.73
1996,14/2a,Alopecurus pratensis,19.75
1996,14/2a,Poa trivialis,6.57
1996,14/2a,Anthriscus sylvestris,5.27
1996,14/2a,Poa pratensis,2.78
1996,14/2a,Taraxacum officinale,1.75
1996,14/2a,Dactylis glomerata,1.58
1996,14/2a,Festuca pratensis,1.54
1996,14/2a,Festuca rubra,0.26
1996,14/2a,Conopodium majus,0.25
1996,14/2a,Rumex acetosa,0.18
1996,14/2a,Ranunculus acris,0.16
1996,14/2a,Lolium perenne,0.07
1996,14/2a,Cerastium fontanum,0.05
1996,14/2a,Bromus hordeaceus,0.04
1996,14/2a,Heracleum sphondylium,0.04
1997,14/2a,Arrhenatherum elatius,57.18
1997,14/2a,Alopecurus pratensis,21.09
1997,14/2a,Dactylis glomerata,14.12
1997,14/2a,Poa pratensis,2.95
1997,14/2a,Festuca rubra,2.81
1997,14/2a,Anthriscus sylvestris,1.32
1997,14/2a,Poa trivialis,0.25
1997,14/2a,Helictotrichon pubescens,0.11
1997,14/2a,Ranunculus acris,0.11
1997,14/2a,Tragopogon pratensis,0.07
1998,14/2a,Alopecurus pratensis,51.1
1998,14/2a,Arrhenatherum elatius,18.42
1998,14/2a,Poa trivialis,11.4
1998,14/2a,Dactylis glomerata,8.18
1998,14/2a,Anthriscus sylvestris,4.85
1998,14/2a,Festuca rubra,2.08
1998,14/2a,Ranunculus acris,1.4
1998,14/2a,Poa pratensis,1.19
1998,14/2a,Rumex acetosa,0.52
1998,14/2a,Taraxacum officinale,0.45
1998,14/2a,Helictotrichon pubescens,0.26
1998,14/2a,Bromus hordeaceus,0.07
1998,14/2a,Heracleum sphondylium,0.05
1998,14/2a,Conopodium majus,0.03
1999,14/2a,Arrhenatherum elatius,34.93
1999,14/2a,Alopecurus pratensis,23.39
1999,14/2a,Anthriscus sylvestris,14.17
1999,14/2a,Dactylis glomerata,10.49
1999,14/2a,Poa pratensis,6.78
1999,14/2a,Festuca rubra,6.07
1999,14/2a,Ranunculus acris,1.6
1999,14/2a,Poa trivialis,1.41
1999,14/2a,Agrostis capillaris,0.35
1999,14/2a,Bromus hordeaceus,0.33
1999,14/2a,Taraxacum officinale,0.23
1999,14/2a,Helictotrichon pubescens,0.13
1999,14/2a,Tragopogon pratensis,0.05
1999,14/2a,Rumex acetosa,0.04
1999,14/2a,Heracleum sphondylium,0.02
2000,14/2a,Poa trivialis,25.52
2000,14/2a,Arrhenatherum elatius,21.34
2000,14/2a,Anthriscus sylvestris,15.65
2000,14/2a,Alopecurus pratensis,11.16
2000,14/2a,Rumex acetosa,7.11
2000,14/2a,Ranunculus acris,3.84
2000,14/2a,Festuca rubra,3.38
2000,14/2a,Dactylis glomerata,2.86
2000,14/2a,Heracleum sphondylium,1.61
2000,14/2a,Holcus lanatus,1.26
2000,14/2a,Helictotrichon pubescens,1.13
2000,14/2a,Taraxacum officinale,1.11
2000,14/2a,Tragopogon pratensis,1.02
2000,14/2a,Trifolium pratense,0.81
2000,14/2a,Bromus hordeaceus,0.77
2000,14/2a,Poa pratensis,0.69
2000,14/2a,Lathyrus pratensis,0.6
2000,14/2a,Plantago lanceolata,0.13
1975,14/2b,Cerastium fontanum,0.1
1975,14/2b,Lolium perenne,0.2
1975,14/2b,Trisetum flavescens,0.2
1975,14/2b,Rumex acetosa,0.8
1975,14/2b,Trifolium pratense,0.9
1975,14/2b,Dactylis glomerata,1.4
1975,14/2b,Heracleum sphondylium,1.5
1975,14/2b,Festuca pratensis,2
1975,14/2b,Bromus hordeaceus,2.4
1975,14/2b,Festuca rubra,2.7
1975,14/2b,Ranunculus acris,4
1975,14/2b,Helictotrichon pubescens,4.2
1975,14/2b,Anthriscus sylvestris,4.7
1975,14/2b,Poa trivialis,5.6
1975,14/2b,Taraxacum officinale,7.9
1975,14/2b,Lathyrus pratensis,8.4
1975,14/2b,Alopecurus pratensis,13.4
1975,14/2b,Arrhenatherum elatius,39.8
1976,14/2b,Holcus lanatus,0.1
1976,14/2b,Conopodium majus,0.1
1976,14/2b,Plantago lanceolata,0.1
1976,14/2b,Rumex acetosa,0.1
1976,14/2b,Lolium perenne,0.2
1976,14/2b,Trifolium pratense,0.2
1976,14/2b,Trisetum flavescens,0.3
1976,14/2b,Trifolium repens,0.4
1976,14/2b,Anthoxanthum odoratum,0.5
1976,14/2b,Bromus hordeaceus,0.5
1976,14/2b,Ranunculus acris,1.1
1976,14/2b,Helictotrichon pubescens,1.2
1976,14/2b,Heracleum sphondylium,1.2
1976,14/2b,Dactylis glomerata,2.3
1976,14/2b,Anthriscus sylvestris,2.9
1976,14/2b,Poa trivialis,3.8
1976,14/2b,Taraxacum officinale,3.9
1976,14/2b,Poa pratensis,4.8
1976,14/2b,Festuca rubra,5.4
1976,14/2b,Lathyrus pratensis,7.4
1976,14/2b,Alopecurus pratensis,9.8
1976,14/2b,Arrhenatherum elatius,53.6
1991,14/2b,Arrhenatherum elatius,59.53
1991,14/2b,Alopecurus pratensis,15.47
1991,14/2b,Heracleum sphondylium,11.63
1991,14/2b,Festuca rubra,4.87
1991,14/2b,Poa pratensis,3.64
1991,14/2b,Anthriscus sylvestris,2.08
1991,14/2b,Dactylis glomerata,1.54
1991,14/2b,Poa trivialis,0.45
1991,14/2b,Ranunculus acris,0.44
1991,14/2b,Taraxacum officinale,0.32
1991,14/2b,Lathyrus pratensis,0.02
1991,14/2b,Rumex acetosa,0.01
1992,14/2b,Arrhenatherum elatius,53.03
1992,14/2b,Anthriscus sylvestris,13.62
1992,14/2b,Alopecurus pratensis,8.32
1992,14/2b,Heracleum sphondylium,8.3
1992,14/2b,Poa pratensis,4.44
1992,14/2b,Dactylis glomerata,3.39
1992,14/2b,Ranunculus acris,3.26
1992,14/2b,Taraxacum officinale,2.26
1992,14/2b,Festuca rubra,1.78
1992,14/2b,Rumex acetosa,1.1
1992,14/2b,Tragopogon pratensis,0.23
1992,14/2b,Poa trivialis,0.18
1992,14/2b,Conopodium majus,0.1
1993,14/2b,Arrhenatherum elatius,53.2
1993,14/2b,Heracleum sphondylium,15.06
1993,14/2b,Anthriscus sylvestris,14.36
1993,14/2b,Dactylis glomerata,3.28
1993,14/2b,Poa trivialis,2.61
1993,14/2b,Agrostis capillaris,2.42
1993,14/2b,Alopecurus pratensis,2.37
1993,14/2b,Rumex acetosa,1.25
1993,14/2b,Holcus lanatus,1.04
1993,14/2b,Ranunculus acris,0.89
1993,14/2b,Anthoxanthum odoratum,0.83
1993,14/2b,Poa pratensis,0.76
1993,14/2b,Taraxacum officinale,0.64
1993,14/2b,Festuca pratensis,0.47
1993,14/2b,Lolium perenne,0.36
1993,14/2b,Festuca rubra,0.28
1993,14/2b,Trisetum flavescens,0.17
1994,14/2b,Arrhenatherum elatius,51.37
1994,14/2b,Anthriscus sylvestris,22.2
1994,14/2b,Rumex acetosa,5.59
1994,14/2b,Poa trivialis,4.57
1994,14/2b,Dactylis glomerata,4.13
1994,14/2b,Alopecurus pratensis,3.46
1994,14/2b,Festuca pratensis,2.63
1994,14/2b,Heracleum sphondylium,1.83
1994,14/2b,Ranunculus acris,1.81
1994,14/2b,Taraxacum officinale,0.9
1994,14/2b,Festuca rubra,0.65
1994,14/2b,Poa pratensis,0.52
1994,14/2b,Trisetum flavescens,0.29
1994,14/2b,Conopodium majus,0.06
1995,14/2b,Alopecurus pratensis,32.68
1995,14/2b,Rumex acetosa,21.1
1995,14/2b,Anthriscus sylvestris,12.63
1995,14/2b,Dactylis glomerata,12.04
1995,14/2b,Arrhenatherum elatius,10.17
1995,14/2b,Poa trivialis,5
1995,14/2b,Festuca rubra,4.06
1995,14/2b,Taraxacum officinale,1.41
1995,14/2b,Ranunculus acris,0.75
1995,14/2b,Poa pratensis,0.1
1995,14/2b,Heracleum sphondylium,0.07
1996,14/2b,Arrhenatherum elatius,56.15
1996,14/2b,Alopecurus pratensis,20.04
1996,14/2b,Anthriscus sylvestris,7.27
1996,14/2b,Dactylis glomerata,3.74
1996,14/2b,Poa pratensis,3.68
1996,14/2b,Poa trivialis,3.55
1996,14/2b,Taraxacum officinale,3.16
1996,14/2b,Festuca rubra,1.5
1996,14/2b,Heracleum sphondylium,0.54
1996,14/2b,Rumex acetosa,0.24
1996,14/2b,Lolium perenne,0.07
1996,14/2b,Ranunculus acris,0.07
1997,14/2b,Arrhenatherum elatius,37.53
1997,14/2b,Alopecurus pratensis,29.65
1997,14/2b,Festuca rubra,16.89
1997,14/2b,Dactylis glomerata,10.14
1997,14/2b,Anthriscus sylvestris,2.68
1997,14/2b,Poa pratensis,1.55
1997,14/2b,Holcus lanatus,0.88
1997,14/2b,Conopodium majus,0.33
1997,14/2b,Taraxacum officinale,0.18
1997,14/2b,Poa trivialis,0.09
1997,14/2b,Ranunculus acris,0.06
1998,14/2b,Alopecurus pratensis,58.7
1998,14/2b,Festuca rubra,10.79
1998,14/2b,Arrhenatherum elatius,9.49
1998,14/2b,Dactylis glomerata,6.16
1998,14/2b,Anthriscus sylvestris,5.06
1998,14/2b,Poa trivialis,3.24
1998,14/2b,Poa pratensis,2.97
1998,14/2b,Taraxacum officinale,1.11
1998,14/2b,Heracleum sphondylium,0.96
1998,14/2b,Achillea millefolium,0.91
1998,14/2b,Rumex acetosa,0.29
1998,14/2b,Ranunculus acris,0.28
1998,14/2b,Bromus hordeaceus,0.04
1999,14/2b,Alopecurus pratensis,29.93
1999,14/2b,Arrhenatherum elatius,25.7
1999,14/2b,Anthriscus sylvestris,13.33
1999,14/2b,Heracleum sphondylium,7.24
1999,14/2b,Dactylis glomerata,5.69
1999,14/2b,Festuca rubra,5.52
1999,14/2b,Taraxacum officinale,3.57
1999,14/2b,Poa pratensis,2.45
1999,14/2b,Rumex acetosa,1.98
1999,14/2b,Poa trivialis,1.81
1999,14/2b,Bromus hordeaceus,0.95
1999,14/2b,Tragopogon pratensis,0.94
1999,14/2b,Anthoxanthum odoratum,0.36
1999,14/2b,Holcus lanatus,0.32
1999,14/2b,Trifolium pratense,0.21
2000,14/2b,Alopecurus pratensis,22.96
2000,14/2b,Arrhenatherum elatius,22.38
2000,14/2b,Poa trivialis,15.61
2000,14/2b,Anthriscus sylvestris,10.1
2000,14/2b,Dactylis glomerata,7.47
2000,14/2b,Bromus hordeaceus,5.68
2000,14/2b,Ranunculus acris,4.1
2000,14/2b,Taraxacum officinale,2.8
2000,14/2b,Rumex acetosa,2.77
2000,14/2b,Heracleum sphondylium,2.54
2000,14/2b,Festuca rubra,2.2
2000,14/2b,Poa pratensis,0.6
2000,14/2b,Agrostis capillaris,0.36
2000,14/2b,Holcus lanatus,0.24
2000,14/2b,Tragopogon pratensis,0.19
1991,14/2c,Arrhenatherum elatius,69.94
1991,14/2c,Alopecurus pratensis,13.89
1991,14/2c,Heracleum sphondylium,6.64
1991,14/2c,Poa pratensis,2.42
1991,14/2c,Dactylis glomerata,2.29
1991,14/2c,Anthriscus sylvestris,1.85
1991,14/2c,Taraxacum officinale,1.53
1991,14/2c,Ranunculus acris,0.85
1991,14/2c,Festuca rubra,0.38
1991,14/2c,Poa trivialis,0.17
1991,14/2c,Rumex acetosa,0.06
1992,14/2c,Arrhenatherum elatius,59.89
1992,14/2c,Anthriscus sylvestris,11.65
1992,14/2c,Heracleum sphondylium,6.55
1992,14/2c,Alopecurus pratensis,5.97
1992,14/2c,Taraxacum officinale,4.77
1992,14/2c,Ranunculus acris,3.2
1992,14/2c,Lathyrus pratensis,2.65
1992,14/2c,Rumex acetosa,1.4
1992,14/2c,Dactylis glomerata,1.28
1992,14/2c,Poa trivialis,0.87
1992,14/2c,Poa pratensis,0.48
1992,14/2c,Potentilla reptans,0.39
1992,14/2c,Lolium perenne,0.29
1992,14/2c,Conopodium majus,0.29
1992,14/2c,Festuca rubra,0.22
1992,14/2c,Achillea millefolium,0.1
1992,14/2c,Helictotrichon pubescens,0.02
1993,14/2c,Arrhenatherum elatius,51.66
1993,14/2c,Heracleum sphondylium,20.03
1993,14/2c,Dactylis glomerata,6.36
1993,14/2c,Alopecurus pratensis,5.42
1993,14/2c,Anthriscus sylvestris,4.08
1993,14/2c,Rumex acetosa,3.99
1993,14/2c,Poa trivialis,2.83
1993,14/2c,Ranunculus acris,2.07
1993,14/2c,Festuca pratensis,1.64
1993,14/2c,Agrostis capillaris,0.96
1993,14/2c,Taraxacum officinale,0.64
1993,14/2c,Poa pratensis,0.18
1993,14/2c,Bromus hordeaceus,0.07
1993,14/2c,Festuca rubra,0.07
1994,14/2c,Arrhenatherum elatius,36.37
1994,14/2c,Rumex acetosa,15.47
1994,14/2c,Anthriscus sylvestris,14.76
1994,14/2c,Alopecurus pratensis,9.81
1994,14/2c,Heracleum sphondylium,7.39
1994,14/2c,Dactylis glomerata,6.04
1994,14/2c,Poa trivialis,5.24
1994,14/2c,Ranunculus acris,3.74
1994,14/2c,Poa pratensis,0.76
1994,14/2c,Taraxacum officinale,0.28
1994,14/2c,Holcus lanatus,0.12
1995,14/2c,Alopecurus pratensis,29.55
1995,14/2c,Rumex acetosa,16.85
1995,14/2c,Dactylis glomerata,13.41
1995,14/2c,Arrhenatherum elatius,12.79
1995,14/2c,Poa trivialis,11.41
1995,14/2c,Heracleum sphondylium,4.41
1995,14/2c,Anthriscus sylvestris,4.35
1995,14/2c,Taraxacum officinale,3.23
1995,14/2c,Festuca rubra,2.59
1995,14/2c,Ranunculus acris,1.41
1996,14/2c,Arrhenatherum elatius,45.32
1996,14/2c,Alopecurus pratensis,20.12
1996,14/2c,Poa trivialis,9.06
1996,14/2c,Poa pratensis,6.26
1996,14/2c,Anthriscus sylvestris,4.85
1996,14/2c,Taraxacum officinale,3.97
1996,14/2c,Heracleum sphondylium,3.56
1996,14/2c,Dactylis glomerata,3.3
1996,14/2c,Bromus hordeaceus,1.29
1996,14/2c,Festuca rubra,0.79
1996,14/2c,Rumex acetosa,0.53
1996,14/2c,Lolium perenne,0.49
1996,14/2c,Ranunculus acris,0.35
1996,14/2c,Conopodium majus,0.12
1997,14/2c,Alopecurus pratensis,37.59
1997,14/2c,Arrhenatherum elatius,32.84
1997,14/2c,Festuca rubra,11.93
1997,14/2c,Anthriscus sylvestris,6.11
1997,14/2c,Dactylis glomerata,4.98
1997,14/2c,Poa pratensis,3.07
1997,14/2c,Taraxacum officinale,1.64
1997,14/2c,Poa trivialis,0.53
1997,14/2c,Bromus hordeaceus,0.47
1997,14/2c,Ranunculus acris,0.47
1997,14/2c,Heracleum sphondylium,0.37
1998,14/2c,Alopecurus pratensis,52.06
1998,14/2c,Arrhenatherum elatius,9.54
1998,14/2c,Festuca rubra,6.28
1998,14/2c,Poa pratensis,5.77
1998,14/2c,Anthriscus sylvestris,4.76
1998,14/2c,Heracleum sphondylium,4.51
1998,14/2c,Dactylis glomerata,4.33
1998,14/2c,Taraxacum officinale,3.41
1998,14/2c,Ranunculus acris,2.87
1998,14/2c,Bromus hordeaceus,2.57
1998,14/2c,Poa trivialis,1.93
1998,14/2c,Tragopogon pratensis,1.35
1998,14/2c,Rumex acetosa,0.61
1999,14/2c,Alopecurus pratensis,29.72
1999,14/2c,Arrhenatherum elatius,15.33
1999,14/2c,Poa trivialis,10.54
1999,14/2c,Dactylis glomerata,10.16
1999,14/2c,Poa pratensis,7.35
1999,14/2c,Festuca rubra,4.58
1999,14/2c,Taraxacum officinale,4.09
1999,14/2c,Agrostis capillaris,3.39
1999,14/2c,Heracleum sphondylium,3.24
1999,14/2c,Ranunculus acris,2.64
1999,14/2c,Bromus hordeaceus,2.03
1999,14/2c,Holcus lanatus,2.03
1999,14/2c,Anthriscus sylvestris,2
1999,14/2c,Tragopogon pratensis,1.37
1999,14/2c,Rumex acetosa,1.2
1999,14/2c,Anthoxanthum odoratum,0.3
2000,14/2c,Arrhenatherum elatius,18.67
2000,14/2c,Poa trivialis,13.3
2000,14/2c,Bromus hordeaceus,11.11
2000,14/2c,Heracleum sphondylium,10.32
2000,14/2c,Taraxacum officinale,9.38
2000,14/2c,Alopecurus pratensis,8.82
2000,14/2c,Rumex acetosa,7.89
2000,14/2c,Holcus lanatus,5.87
2000,14/2c,Festuca rubra,5.1
2000,14/2c,Ranunculus acris,4.64
2000,14/2c,Dactylis glomerata,2.07
2000,14/2c,Anthriscus sylvestris,1.91
2000,14/2c,Poa pratensis,0.85
2000,14/2c,Tragopogon pratensis,0.06
1975,14/2d,Heracleum sphondylium,0.1
1975,14/2d,Anthoxanthum odoratum,0.3
1975,14/2d,Holcus lanatus,0.4
1975,14/2d,Poa pratensis,0.4
1975,14/2d,Ranunculus acris,0.7
1975,14/2d,Bromus hordeaceus,1.3
1975,14/2d,Lathyrus pratensis,1.5
1975,14/2d,Rumex acetosa,1.5
1975,14/2d,Dactylis glomerata,2.7
1975,14/2d,Taraxacum officinale,4.5
1975,14/2d,Poa trivialis,4.6
1975,14/2d,Anthriscus sylvestris,8.3
1975,14/2d,Alopecurus pratensis,36.8
1975,14/2d,Arrhenatherum elatius,37
1976,14/2d,Anthoxanthum odoratum,0.1
1976,14/2d,Briza media,0.1
1976,14/2d,Holcus lanatus,0.1
1976,14/2d,Achillea millefolium,0.1
1976,14/2d,Ranunculus acris,0.1
1976,14/2d,Trisetum flavescens,0.2
1976,14/2d,Rumex acetosa,0.6
1976,14/2d,Poa pratensis,0.9
1976,14/2d,Lathyrus pratensis,2
1976,14/2d,Poa trivialis,2.3
1976,14/2d,Dactylis glomerata,2.5
1976,14/2d,Anthriscus sylvestris,2.5
1976,14/2d,Taraxacum officinale,3.3
1976,14/2d,Alopecurus pratensis,38.5
1976,14/2d,Arrhenatherum elatius,46.5
1991,14/2d,Arrhenatherum elatius,44.47
1991,14/2d,Heracleum sphondylium,21.19
1991,14/2d,Alopecurus pratensis,11.8
1991,14/2d,Dactylis glomerata,8.28
1991,14/2d,Poa pratensis,2.97
1991,14/2d,Helictotrichon pubescens,2.45
1991,14/2d,Holcus lanatus,2.37
1991,14/2d,Festuca rubra,1.43
1991,14/2d,Poa trivialis,1.08
1991,14/2d,Ranunculus acris,0.95
1991,14/2d,Rumex acetosa,0.78
1991,14/2d,Anthriscus sylvestris,0.77
1991,14/2d,Lathyrus pratensis,0.74
1991,14/2d,Taraxacum officinale,0.62
1991,14/2d,Agrostis capillaris,0.09
1992,14/2d,Arrhenatherum elatius,59.15
1992,14/2d,Alopecurus pratensis,14.62
1992,14/2d,Taraxacum officinale,5.22
1992,14/2d,Anthriscus sylvestris,4.3
1992,14/2d,Ranunculus acris,3.13
1992,14/2d,Poa pratensis,2.66
1992,14/2d,Dactylis glomerata,2.37
1992,14/2d,Lathyrus pratensis,1.99
1992,14/2d,Rumex acetosa,1.9
1992,14/2d,Heracleum sphondylium,1.61
1992,14/2d,Conopodium majus,1.4
1992,14/2d,Festuca rubra,0.95
1992,14/2d,Agrostis capillaris,0.31
1992,14/2d,Bromus hordeaceus,0.12
1992,14/2d,Achillea millefolium,0.09
1992,14/2d,Plantago lanceolata,0.09
1992,14/2d,Poa trivialis,0.07
1993,14/2d,Arrhenatherum elatius,46.19
1993,14/2d,Heracleum sphondylium,11.09
1993,14/2d,Dactylis glomerata,10.48
1993,14/2d,Poa trivialis,7.75
1993,14/2d,Anthriscus sylvestris,5.95
1993,14/2d,Alopecurus pratensis,5.59
1993,14/2d,Rumex acetosa,3.91
1993,14/2d,Ranunculus acris,3.15
1993,14/2d,Agrostis capillaris,2.29
1993,14/2d,Festuca pratensis,1.39
1993,14/2d,Poa pratensis,0.72
1993,14/2d,Holcus lanatus,0.41
1993,14/2d,Lolium perenne,0.38
1993,14/2d,Festuca rubra,0.36
1993,14/2d,Bromus hordeaceus,0.17
1993,14/2d,Taraxacum officinale,0.13
1993,14/2d,Lathyrus pratensis,0.05
1994,14/2d,Arrhenatherum elatius,22.18
1994,14/2d,Heracleum sphondylium,18.58
1994,14/2d,Dactylis glomerata,15.97
1994,14/2d,Poa trivialis,9.6
1994,14/2d,Rumex acetosa,9.03
1994,14/2d,Ranunculus acris,8.74
1994,14/2d,Alopecurus pratensis,6.84
1994,14/2d,Anthriscus sylvestris,5.74
1994,14/2d,Lolium perenne,0.91
1994,14/2d,Holcus lanatus,0.86
1994,14/2d,Poa pratensis,0.62
1994,14/2d,Bromus hordeaceus,0.6
1994,14/2d,Taraxacum officinale,0.31
1995,14/2d,Alopecurus pratensis,31.41
1995,14/2d,Poa trivialis,12.34
1995,14/2d,Rumex acetosa,12.24
1995,14/2d,Dactylis glomerata,11.07
1995,14/2d,Heracleum sphondylium,9.71
1995,14/2d,Arrhenatherum elatius,7.62
1995,14/2d,Anthriscus sylvestris,6.24
1995,14/2d,Bromus hordeaceus,4.93
1995,14/2d,Ranunculus acris,2.51
1995,14/2d,Poa pratensis,1.77
1995,14/2d,Taraxacum officinale,0.15
1995,14/2d,Conopodium majus,0.02
1996,14/2d,Alopecurus pratensis,32.56
1996,14/2d,Arrhenatherum elatius,26.77
1996,14/2d,Dactylis glomerata,7.77
1996,14/2d,Anthriscus sylvestris,7.72
1996,14/2d,Bromus hordeaceus,7.59
1996,14/2d,Poa trivialis,4.43
1996,14/2d,Heracleum sphondylium,4.23
1996,14/2d,Poa pratensis,2.71
1996,14/2d,Taraxacum officinale,2.04
1996,14/2d,Rumex acetosa,1.67
1996,14/2d,Lolium perenne,0.74
1996,14/2d,Festuca rubra,0.61
1996,14/2d,Agrostis capillaris,0.51
1996,14/2d,Ranunculus acris,0.39
1996,14/2d,Holcus lanatus,0.24
1996,14/2d,Conopodium majus,0.02
1997,14/2d,Alopecurus pratensis,38.55
1997,14/2d,Arrhenatherum elatius,19.69
1997,14/2d,Dactylis glomerata,9.47
1997,14/2d,Bromus hordeaceus,8.87
1997,14/2d,Anthriscus sylvestris,8.87
1997,14/2d,Festuca rubra,8.54
1997,14/2d,Poa pratensis,3.66
1997,14/2d,Heracleum sphondylium,1.25
1997,14/2d,Holcus lanatus,0.63
1997,14/2d,Ranunculus acris,0.3
1997,14/2d,Poa trivialis,0.18
1998,14/2d,Alopecurus pratensis,43.06
1998,14/2d,Anthriscus sylvestris,17.78
1998,14/2d,Bromus hordeaceus,10.39
1998,14/2d,Arrhenatherum elatius,8.44
1998,14/2d,Poa trivialis,6.98
1998,14/2d,Dactylis glomerata,5.87
1998,14/2d,Heracleum sphondylium,3.2
1998,14/2d,Taraxacum officinale,1.46
1998,14/2d,Holcus lanatus,0.82
1998,14/2d,Poa pratensis,0.75
1998,14/2d,Rumex acetosa,0.71
1998,14/2d,Ranunculus acris,0.54
1999,14/2d,Alopecurus pratensis,35.23
1999,14/2d,Dactylis glomerata,12.2
1999,14/2d,Holcus lanatus,11.87
1999,14/2d,Poa pratensis,8.83
1999,14/2d,Poa trivialis,5.61
1999,14/2d,Anthriscus sylvestris,4.88
1999,14/2d,Taraxacum officinale,4.53
1999,14/2d,Arrhenatherum elatius,4.06
1999,14/2d,Rumex acetosa,3.69
1999,14/2d,Bromus hordeaceus,3.17
1999,14/2d,Heracleum sphondylium,2.59
1999,14/2d,Ranunculus acris,1.76
1999,14/2d,Festuca rubra,1.54
1999,14/2d,Anthoxanthum odoratum,0.03
2000,14/2d,Alopecurus pratensis,23.99
2000,14/2d,Bromus hordeaceus,18.56
2000,14/2d,Holcus lanatus,16.1
2000,14/2d,Poa trivialis,15.48
2000,14/2d,Taraxacum officinale,5.14
2000,14/2d,Heracleum sphondylium,4.55
2000,14/2d,Arrhenatherum elatius,3.94
2000,14/2d,Rumex acetosa,3.82
2000,14/2d,Anthriscus sylvestris,3.39
2000,14/2d,Dactylis glomerata,2.73
2000,14/2d,Poa pratensis,1.33
2000,14/2d,Cerastium fontanum,0.34
2000,14/2d,Conopodium majus,0.34
2000,14/2d,Festuca rubra,0.14
2000,14/2d,Agrostis capillaris,0.07
2000,14/2d,Ranunculus acris,0.07
2000,14/2d,Anthoxanthum odoratum,0.02
1991,15a,Lathyrus pratensis,60.24
1991,15a,Arrhenatherum elatius,12.64
1991,15a,Heracleum sphondylium,12.53
1991,15a,Festuca rubra,2.99
1991,15a,Dactylis glomerata,2.98
1991,15a,Achillea millefolium,1.32
1991,15a,Alopecurus pratensis,1.21
1991,15a,Ranunculus acris,1.04
1991,15a,Holcus lanatus,1.03
1991,15a,Poa pratensis,0.92
1991,15a,Plantago lanceolata,0.9
1991,15a,Taraxacum officinale,0.69
1991,15a,Trisetum flavescens,0.59
1991,15a,Helictotrichon pubescens,0.35
1991,15a,Anthoxanthum odoratum,0.18
1991,15a,Poa trivialis,0.18
1991,15a,Conopodium majus,0.13
1991,15a,Rumex acetosa,0.04
1991,15a,Anthriscus sylvestris,0.02
1991,15a,Crepis capillaris,0.02
1991,15a,Trifolium pratense,0.01
1991,15a,Cerastium fontanum,0.01
1992,15a,Trifolium pratense,18.11
1992,15a,Arrhenatherum elatius,17.56
1992,15a,Festuca rubra,15.68
1992,15a,Plantago lanceolata,12.34
